startup_id,startup_name,industry,location,market_size_estimate,market_growth_rate,founder_experience_years,founder_previous_exits,founder_education_level,team_size,monthly_active_users,revenue_last_month,growth_rate_last_3_months,pilot_partnerships,funding_rounds,total_funding_received,investors_count,status,pitch_deck_summary,vision_statement,problem_statement,succeeded_in_funding
287,"Hunter, Hansen and Ramirez",Gaming,Kolkata,2778761690,5.72,18,1,MBA,129,116598,14940164,14.82,False,0,0,0,Closed,"Tough walk just four. Black want against easy view president attack establish.
Whether several individual stay drop sometimes tree. It career want former military rock.",Fundamental zero-defect projection,re-intermediate wireless action-items,False
288,"Powers, Hicks and Garcia",SaaS,Delhi,1498813052,9.3,5,2,Masters,91,155245,39493075,49.75,True,0,0,0,Active,"Compare point gas son interesting. Discussion room respond.
Room glass under look. Institution environment brother certain piece beautiful. Democrat husband he provide.",Focused asynchronous approach,transform cross-platform niches,False
289,"Robbins, Burnett and Rodriguez",Fintech,Kolkata,2238691916,13.32,17,0,MBA,228,237527,33999909,27.3,True,4,379323452,9,Closed,"Lawyer television great job born fire reach. Toward national suddenly seven strategy.
Argue sell call book out. As boy room clearly data.
Discuss free your to art for. Stay message movement environmental. Ask office nothing watch arm wall.",Polarized radical intranet,redefine rich web-readiness,True
290,Warren-Rodriguez,Healthtech,Chennai,1723001708,15.95,19,2,Bachelors,46,141641,40103087,35.6,True,1,179620801,1,Active,"Partner civil general throughout research ball. Feel garden game evidence our now. Third move show toward professional.
Position direction trade degree cup option consider community. Be allow five fast throw act.",Fully-configurable multimedia hub,morph cross-media platforms,True
291,"Lewis, White and Clements",Gaming,Delhi,2160705003,7.0,11,2,PhD,96,424870,28115186,7.95,True,1,762372766,4,Acquired,"Money talk good Mrs modern. Here economy civil question traditional nice type.
Technology play nearly star stop open management. Hope audience produce few. Generation garden summer control sign us cut whose.",Re-contextualized directional software,generate scalable schemas,True
292,"Melendez, White and Sweeney",Gaming,Pune,2290592081,13.6,19,0,Bachelors,12,133379,37839124,24.04,False,3,560197659,6,Acquired,"Fast beyond provide whether girl still. Task design in seven. Cell forward who second during.
Themselves figure gas. Decade along rest environmental kid.
Short exist seven whole walk seat. Contain and development chance. Art reflect yeah right.",Sharable zero tolerance leverage,drive dynamic experiences,True
293,Richardson and Sons,SaaS,Pune,3546977882,18.46,11,1,Masters,177,397846,45511579,2.38,False,2,919746911,7,Acquired,"Again themselves Congress however. Early appear improve full security give people. Summer write consider important fall show least.
Assume music the hope floor whether recognize. All service act student understand.",Pre-emptive scalable policy,enhance global partnerships,True
294,"Garcia, Taylor and Stephens",Agritech,Hyderabad,3923824311,7.69,14,1,Bachelors,16,14893,35104032,47.48,False,1,190383344,4,Acquired,"Pressure save window billion. Offer big each east.
Go forget young behavior help. Scientist father learn rest.
Hard happen Mrs least family.
Box medical fly movie real certainly. Early response central keep before realize.",Focused dynamic neural-net,deploy B2C models,True
295,Williams and Sons,Agritech,Delhi,3528582654,8.14,4,1,Masters,79,422280,919245,38.21,True,0,0,0,Active,"Box eat together interest rock happen. Apply stop not church look once within strong. Police use build whose writer.
Owner rich produce race television fine. Up individual bad table course newspaper administration. Who tough nice recent.",Synergistic holistic migration,transition 24/365 mindshare,False
296,"Woods, Carter and Hoffman",Gaming,Delhi,4945935551,11.37,18,0,PhD,183,187292,12269034,20.68,False,2,48927722,4,Closed,"Production bed learn general.
Record join always it. Admit our audience people I never. Try land fall series give past.
Whole suffer member fund blood rest magazine foot. Game take address. If note across suffer low when.",Reduced responsive parallelism,transition efficient methodologies,True
297,Smith-Fletcher,Fintech,Mumbai,3046480546,6.41,9,0,Bachelors,229,103239,25811543,3.59,False,0,0,0,Acquired,"Gun consider team act people gas guess friend. Bit budget compare and kitchen development my public.
Imagine hot my picture. Box tax action foreign line. Sit agreement situation born all choose.",Inverse mobile standardization,whiteboard best-of-breed models,False
298,"Mcdowell, Green and Ramirez",Edtech,Ahmedabad,2925515706,3.52,15,1,Bachelors,193,486662,15004127,38.25,False,0,0,0,Acquired,"Three through local day. Whom answer audience area.
Pressure work fall he improve. Food voice charge responsibility pull mission. Leg figure policy fast generation yes entire.
Reach look paper attorney. Old arm one five benefit sport.",Adaptive regional website,exploit real-time convergence,False
299,Bradley-Christensen,AI/ML,Mumbai,1131208917,15.29,10,1,Bachelors,130,263420,31353819,40.32,True,0,0,0,Active,"Culture husband accept result mind film writer tax. Recent realize building trip. Fall party mind account study wrong. Financial close everyone media win history.
Sing product minute indeed room. Military none entire maintain list save.",Diverse discrete neural-net,repurpose end-to-end e-commerce,False
300,Rogers Group,Gaming,Mumbai,3270225693,19.28,15,2,Bachelors,23,385369,21254167,49.74,False,2,905470935,1,Closed,Myself finish only well. Game join within avoid race class maybe. So second else budget whom free police finally.,Progressive leadingedge alliance,enhance holistic e-services,True
301,Wright PLC,Fintech,Hyderabad,4180320768,4.17,13,0,Masters,192,401511,2118542,44.28,False,2,571328324,2,Active,"Image people read bag become fear call. Discussion evidence discover scientist mission market morning certainly.
Political should hour floor space avoid. Range represent tree. Her despite quite officer spend.",Diverse hybrid monitoring,integrate 24/365 functionalities,True
302,Johnson Ltd,Fintech,Pune,3094345480,15.29,14,1,Masters,79,282954,9696599,5.99,False,3,640880438,2,Acquired,"Matter they bring fact change. Article contain something manager card red old. Size answer soldier senior against. Majority natural bar enter term discover customer.
Half stop rather usually discover may. Top letter law myself.",Re-contextualized leadingedge projection,deliver dynamic eyeballs,True
303,Harris LLC,Healthtech,Pune,3244449402,17.77,2,0,Bachelors,166,352977,33752203,35.5,True,3,434039154,2,Active,"Buy life build power catch finish street alone.
Assume top outside quality industry receive. Close action role operation.
War sort present agency. Wife successful turn red charge herself.",Total bandwidth-monitored neural-net,transform dot-com schemas,True
304,King Inc,Gaming,Bangalore,3864117943,8.02,2,2,PhD,219,124853,2342214,45.35,False,4,657085740,7,Active,"Partner toward set away. Executive forward last hear think clear letter. Later deal mention beautiful show husband.
Opportunity stuff light someone commercial. Fire either campaign glass right difficult. Nearly any computer condition.",Customer-focused upward-trending throughput,envisioneer B2C e-tailers,True
305,Johnston PLC,Fintech,Pune,3357853072,13.89,13,0,Bachelors,57,455418,30901320,38.1,False,0,971287136,7,Acquired,"Movie financial recently push. Long president class stuff series letter. Market record land perform man describe.
Husband court produce region fall window simply draw. Painting even real song.",Switchable human-resource installation,benchmark world-class applications,True
306,Gross-Reynolds,Healthtech,Pune,2949686857,12.96,8,1,Masters,56,26235,46147503,26.55,True,1,856700637,4,Active,"Send idea enter specific firm outside. The agent choose four question way visit. Score pull wait energy professor both.
Wear his maybe moment work area but western. Anyone give young against partner number PM. Manage body establish.",Intuitive maximized neural-net,re-contextualize magnetic deliverables,True
307,Miller-Bruce,Agritech,Delhi,3372973589,12.58,4,0,PhD,63,334270,8192535,13.93,False,1,172170350,2,Closed,"Never get actually air party action. Fill reach happen call. Wall really you kitchen.
Newspaper know difference but. Protect similar that result bar condition military.",Customer-focused bifurcated architecture,incentivize magnetic communities,True
308,Blackwell-Wilson,Edtech,Delhi,4099770494,3.92,12,0,Bachelors,83,375200,588526,9.86,False,0,0,0,Acquired,"Require hope official consumer prevent. Spend garden north issue in. Middle role college night something difference.
Loss control product PM next. Many for perhaps reach clear she. Candidate provide choose stand huge.",Virtual grid-enabled Internet solution,redefine mission-critical paradigms,False
309,"Church, Patel and Stewart",AI/ML,Hyderabad,4071067921,7.69,6,0,Bachelors,92,452377,16416440,17.35,True,0,0,0,Acquired,"Discussion crime every sister direction. Past amount oil billion.
Institution against boy forget professional bad realize. Middle none guy deep respond job will.
Hand indeed name attack. Hair very pass response lose.",Future-proofed responsive alliance,optimize rich methodologies,False
310,Mccann-Johnson,Agritech,Chennai,1355260223,8.38,11,0,PhD,69,203346,20489634,28.47,False,0,0,0,Active,"Congress officer join business. Standard believe usually either serve fear culture design.
Growth compare traditional important specific college. Perhaps several federal show relate. Professor tough police account walk.",Virtual exuding strategy,extend impactful e-services,False
311,Miller Ltd,Fintech,Hyderabad,3455901635,16.41,15,2,MBA,145,92218,15871936,19.18,False,0,0,0,Acquired,One fast glass sea particularly environmental. Knowledge food serious black forget sort Mrs. White area large.,Balanced optimal open system,unleash e-business convergence,False
312,Glass-Holmes,Agritech,Chennai,3899704498,4.52,1,2,Bachelors,221,286622,18750105,7.39,False,0,0,0,Active,"Vote positive voice science season source easy. Who forward participant manager standard follow most high. Away trial raise under money back.
Them lose raise last us. System church nor environmental method.",Persistent contextually-based software,incubate interactive bandwidth,False
313,Moss Ltd,SaaS,Kolkata,3862103564,6.11,12,2,PhD,277,356779,27851304,15.25,False,4,539566602,4,Acquired,Generation world beyond compare another. Recently age television agency include feeling information property.,Progressive stable open architecture,leverage vertical metrics,True
314,Booker Ltd,Gaming,Kolkata,3766599819,19.99,17,0,MBA,32,419815,46628152,24.06,False,0,0,0,Acquired,"Dog camera fly share cup project really. Goal road be if every. Song moment wife mission wonder maintain while color.
Know former role laugh. Administration right before research industry. Cold experience leave his. Themselves after south.",Fundamental eco-centric middleware,syndicate compelling e-tailers,False
315,Peterson-Griffith,SaaS,Mumbai,2583585229,16.1,9,2,PhD,17,3257,22319604,41.2,True,1,577847327,9,Closed,"Soldier win crime where case throw subject. Admit head start human own picture. Participant how mean where record off make.
One beautiful kitchen offer guess sometimes. Open worry campaign standard gun. In skill trouble be certainly Mr be.",Expanded interactive hierarchy,synergize dynamic channels,True
316,Becker-Moore,AI/ML,Pune,3028434890,15.42,1,0,Bachelors,177,215764,17659544,7.26,True,0,0,0,Active,Radio growth cover of next relationship entire instead. Nothing yeah into wish. Explain win leader occur ever dark good college.,Digitized well-modulated challenge,evolve user-centric relationships,False
317,"Douglas, Pope and Jordan",AI/ML,Chennai,4172251921,15.53,6,0,PhD,32,310735,4520784,44.57,False,0,0,0,Acquired,"Edge beat miss ball their site yeah. Recognize oil rich major run.
Skin civil just section live unit. Teacher three relationship heavy art benefit. Deep Congress above practice feel board south. Break business life early fine.",Realigned hybrid process improvement,aggregate B2B experiences,False
318,"Miller, Jones and Williams",Gaming,Pune,3864170508,3.99,10,0,PhD,48,58134,31600452,34.56,True,4,506386946,5,Closed,"Fast follow treatment worry. Former authority because fact rule hot wide. Skin window event analysis minute officer.
Tonight white industry world kid wide agency. Case hit I box. Discussion debate face break third by.",Business-focused analyzing implementation,implement integrated architectures,True
319,"Gray, Raymond and Davis",Agritech,Ahmedabad,4600322305,3.33,4,1,MBA,142,214666,36472488,36.94,True,0,0,0,Acquired,"Attack else there already security science job ever. Guy others step call heart body four.
Provide assume available. Firm vote pattern level interesting discover task.
Upon center name financial often campaign week guy.",Switchable discrete system engine,morph plug-and-play convergence,False
320,Mccoy-Cunningham,SaaS,Pune,3556071093,7.53,11,0,Masters,232,133473,14644171,20.18,True,0,670797867,4,Acquired,"Trade bank goal himself check turn. Painting base difficult manage technology name. May yet let.
Onto general able score day individual protect. Present my fine five either. Quality few president lead quite particularly term.",Extended disintermediate intranet,whiteboard cutting-edge technologies,True
321,"Johnson, Owen and Wilson",Gaming,Bangalore,4319672494,6.74,12,2,Masters,185,391825,19480010,19.44,True,0,74599471,2,Acquired,"Toward success herself color. Team company source. Bed no sit past point note. Suffer begin push thank ask year their.
Government nearly father whom be agreement star out. Somebody time whole TV upon.",Organized background data-warehouse,generate real-time solutions,True
322,Spencer PLC,Agritech,Pune,1075386847,8.65,1,2,PhD,11,315099,5314120,18.9,True,2,797249190,5,Closed,There last worker. Day evening until professor develop. Purpose bag look ready wonder person nation human. Career job woman sort young.,Team-oriented explicit product,harness intuitive deliverables,True
323,Hull-Jones,Edtech,Kolkata,4776371939,17.4,9,2,MBA,268,290750,42505479,23.17,False,0,0,0,Active,Either since action former mouth suggest. Account buy lot unit soon position national commercial. Hear standard card research level laugh avoid. Set affect pressure discover sport sit.,Exclusive interactive framework,facilitate sticky web services,False
324,Flores Group,Healthtech,Delhi,4863130727,4.12,9,0,MBA,102,88265,19985372,37.5,False,3,227771299,4,Active,"Leader south concern business Mrs. Group whose owner. Outside learn run everyone. Phone firm network family catch audience amount.
Research audience research Mrs whole. History activity social civil.",Visionary impactful model,monetize cross-platform e-services,True
325,"Wade, Brock and Jones",AI/ML,Hyderabad,2027179126,16.35,18,2,Bachelors,147,62215,48556069,18.6,True,0,0,0,Closed,"Type baby technology Mrs newspaper affect young she. Culture use summer themselves.
Morning yard face. Grow rate lay fill. Relate thus pick necessary use.
While message suddenly within away.",Organized bandwidth-monitored challenge,drive integrated paradigms,False
326,Huynh and Sons,Edtech,Kolkata,3661739718,5.39,10,2,PhD,271,370100,47060087,45.37,True,3,841596683,1,Active,"Anyone of until myself unit free behavior scene. Beyond important agreement. Increase born run sure moment million station.
Machine ever never white break join ahead.
Respond modern week choose rather. Station agent scene agree.",Configurable uniform info-mediaries,engage integrated action-items,True
327,Valdez PLC,AI/ML,Kolkata,2448864869,7.94,15,2,Masters,178,299225,11162153,7.79,False,4,719846227,4,Closed,"Development then how ten study. No pretty year. Like last arm protect.
Memory American various. Rise response page with. Record hot stand resource page worker.
Material total foot. Speech choice risk. Along low we newspaper site.",Enterprise-wide background budgetary management,iterate clicks-and-mortar deliverables,True
328,King-Ward,Gaming,Hyderabad,2922742730,3.76,1,1,Bachelors,230,310262,45183471,25.28,True,0,0,0,Acquired,"Receive defense serve notice take. Finish water remember. Close member seven fire system interest.
Vote collection box political. Time from sometimes although.",Ergonomic real-time service-desk,harness seamless platforms,False
329,Abbott-Buchanan,Gaming,Delhi,1327444932,13.56,18,1,PhD,206,44309,47001244,23.2,True,0,0,0,Closed,Letter development protect close create source. Lead magazine method school however year. Bill answer certain.,Expanded interactive flexibility,empower end-to-end vortals,False
330,Gutierrez-Tapia,Agritech,Pune,2913586780,11.18,13,2,Bachelors,112,94344,45563994,39.76,False,2,489961253,6,Active,"Really sea coach who. Hair since entire upon onto.
None whose think process. South try different early miss then fill indicate. Hard world other how center.",Business-focused logistical attitude,unleash cross-media markets,True
331,"Rowland, Lopez and Ellis",Edtech,Delhi,3139907323,19.91,12,2,MBA,93,326905,18136806,4.12,True,1,586928995,6,Acquired,"People need former beat west option. High official heart establish. Impact scientist look service.
Project feeling expect attorney half. Public human name kitchen relate manager. Science realize second citizen add.",Secured exuding core,redefine virtual users,True
332,Olsen and Sons,E-commerce,Delhi,4144442652,18.43,2,0,Masters,111,277266,25069572,47.67,False,1,183444626,7,Acquired,"Fear mind sign network add Mrs. Loss responsibility response reason change gun in here. Marriage son ask daughter.
Million author candidate there know real.
Again summer officer quality particular.",Multi-channeled web-enabled Internet solution,drive out-of-the-box e-tailers,True
333,Garner-Hernandez,Agritech,Pune,3048270343,16.14,4,2,PhD,98,483112,21955770,33.5,True,2,448129673,4,Closed,"Yes marriage majority because. The local whatever trouble range early per. Not reason note field.
Generation some spring situation away tough because. Early week less suddenly its nothing.",Implemented systemic open architecture,integrate real-time action-items,True
334,"Marsh, Hopkins and Snyder",Healthtech,Mumbai,4673086044,11.48,9,0,MBA,78,412236,8537835,46.35,False,1,93386869,5,Closed,"Move season year mouth.
Tax city argue middle. Weight across job carry realize. Term move education find. Drive walk article.
Ground wind exist accept consider case financial. Allow provide energy feel.",Synergized impactful knowledgebase,exploit holistic convergence,True
335,Park and Sons,Gaming,Ahmedabad,1764023655,17.42,8,2,PhD,282,486988,49111978,1.94,True,2,308320283,4,Acquired,Break reveal watch chance get bill character follow. Address throughout magazine third to. Bed bad least perform main program.,Integrated optimal frame,re-intermediate front-end e-tailers,True
336,Zuniga-Galloway,Agritech,Mumbai,4949355674,19.23,1,0,PhD,97,447790,44865106,19.93,False,4,635453463,3,Closed,"Seem usually arrive until sense culture green. Test each into.
Local own it out daughter. Surface wish not form attorney person various. Music loss reality effect after. Reveal provide some result quality lead.",Stand-alone fresh-thinking standardization,implement extensible channels,True
337,"Carson, Peterson and Odonnell",Agritech,Delhi,3478722650,7.68,17,1,Masters,177,107611,48642668,28.42,True,2,835292806,2,Active,"Others west consumer which see. Skin safe next issue anything one. Might involve answer police spring.
Skill quickly tree sister. Assume ever every ball indeed many admit.
Worker down back. Gun avoid stay think prevent. Use it wall bank system hit.",Versatile bottom-line frame,disintermediate ubiquitous functionalities,True
338,Butler LLC,Fintech,Mumbai,2032505457,18.34,13,2,Masters,270,406818,9041370,37.71,False,0,0,0,Acquired,"Capital movement pretty option. Provide floor mother goal sea music apply. Perhaps whether there two trial.
Any budget those ability on.",Optimized 4thgeneration Graphic Interface,orchestrate synergistic models,False
339,"Gray, Cain and Holt",Edtech,Pune,1752571792,5.52,13,0,Masters,225,457259,15030740,36.1,False,2,886638048,5,Closed,"Course step however trouble but mind. Month affect note with could recent. Require for song according.
Remember put term model. Town shoulder imagine business.",Intuitive client-server firmware,benchmark distributed e-markets,True
340,"Schmidt, Buchanan and Levy",AI/ML,Mumbai,4606310770,7.8,7,2,MBA,158,439823,44320148,21.26,True,3,38193721,7,Closed,"Number personal consumer board for thus. Fire decade note peace teacher white character.
Term coach run prepare culture final writer sometimes.
General turn apply. Mother interview choice kid. Hit special sort girl and rate between.",Phased grid-enabled firmware,innovate sticky content,True
341,Taylor-Williams,AI/ML,Delhi,1879094387,6.48,8,0,MBA,151,226391,48458102,2.12,True,0,191650833,4,Closed,"East those nothing others road successful term. We leg people public. Along myself mean in method environment see.
Be by ground per fish magazine pattern support. Executive drug community school rise final.",Vision-oriented high-level hardware,repurpose strategic channels,True
342,Cummings-Villa,Edtech,Delhi,3177206692,10.82,15,2,Masters,44,146342,17473484,36.47,False,4,556683522,8,Closed,"Plan affect way no. Way prevent coach improve. Week human myself. Work man indicate artist western view goal.
Program return population development. Become partner other authority billion street.
Field song trouble society across the price.",Extended disintermediate capacity,envisioneer visionary experiences,True
343,Campbell-Watson,Fintech,Bangalore,1651095874,11.77,17,2,Bachelors,185,8415,37716355,21.55,True,4,321711395,5,Closed,"Set bring foreign. More step senior financial feel. Myself very raise nice create might then.
Season media customer month give paper actually. Speak friend make. Would expect similar thought. Market never investment either know collection.",Team-oriented grid-enabled collaboration,re-intermediate impactful paradigms,True
344,Moses-Keller,AI/ML,Hyderabad,1000049976,13.04,6,0,PhD,142,220526,1957238,15.56,True,0,0,0,Active,"Think region public run truth star. Poor center realize side.
Hope result once cup. Mouth Mr degree major black everyone board. Cut policy tax each.
Toward better mind family quite Mr idea idea. Officer plan garden Congress edge.",Enhanced attitude-oriented neural-net,transform transparent platforms,False
345,"Brown, Smith and Robinson",AI/ML,Chennai,4791315327,3.03,15,1,PhD,243,217232,20090580,38.07,True,1,990132002,2,Closed,Want less spend such attack yeah. Season candidate front process. Blood foreign during rest gun.,Enhanced intangible open architecture,maximize extensible portals,True
346,Padilla and Sons,SaaS,Chennai,4513398116,15.11,19,1,PhD,189,393573,37976319,45.15,True,0,0,0,Closed,"Our remain theory scene surface long. Score I account wait challenge will.
Development truth white fill month beautiful time.
Bank forward identify most clear form. Theory forget natural despite per sport.
Pressure owner far new officer reach who.",Profit-focused 5thgeneration methodology,enhance collaborative methodologies,False
347,White-Barnes,Fintech,Delhi,1946990607,15.82,8,0,PhD,276,373282,35313414,27.45,False,0,0,0,Active,"From whole style education entire without clear.
This small its officer rise job. Difficult line avoid result later also exactly. Year carry claim remain seem case.",Down-sized radical benchmark,seize robust supply-chains,False
348,Parker Ltd,Gaming,Hyderabad,1718639546,7.57,9,0,MBA,143,70087,47994649,24.35,True,0,0,0,Active,"Special sense ago institution at. Ever decide issue time.
Area century want result kid. Lead trade when final night seem force end.",Quality-focused intermediate policy,drive vertical platforms,False
349,"Lopez, Martinez and Hoffman",Agritech,Pune,2273715123,13.75,5,1,PhD,245,260904,23051214,25.69,True,3,856094543,1,Active,"Along week town other represent. Nature like gas hot.
Whether because information many father. Around despite kid politics.
Rule you agent wonder since win.
Well back price minute. President among now road watch control. Brother me water practice.",Distributed non-volatile solution,monetize value-added deliverables,True
350,Mejia Group,Healthtech,Pune,4554112599,5.7,15,2,Masters,202,413672,30484646,6.69,False,0,0,0,Acquired,"So she business image attorney point leader agreement. Security present scientist east. Three under before choose.
Among skin season clear design throw stay. First money big east coach production learn. Lose surface car.",Up-sized interactive infrastructure,harness enterprise info-mediaries,False
351,"Delgado, Wade and Rice",AI/ML,Kolkata,2480063288,7.66,9,0,Masters,77,22644,44112213,17.11,True,0,0,0,Acquired,"Majority sing while guy themselves scientist.
Social dark food one sign sometimes. Cover staff century.
Word rich occur music bill. Type exist parent member. Remain maybe could research kitchen get respond.",Programmable composite alliance,mesh plug-and-play info-mediaries,False
352,Hicks-Foster,Fintech,Chennai,4678799362,5.02,17,2,PhD,113,298142,10467279,25.06,False,0,0,0,Acquired,"Life impact energy can pressure. Thought blood discuss task success instead number.
Perhaps seven loss smile should. Off grow listen hand wrong.
Those doctor Mr. Apply while beyond worker interesting.
Such show past well training system.",Public-key zero administration extranet,enhance holistic technologies,False
353,Espinoza-Arnold,Edtech,Pune,3176142435,16.37,4,1,MBA,47,35675,49049847,39.98,True,0,700731438,2,Acquired,"Approach same power director bank help. Offer project church door many impact leader. Include guy head agency.
Person popular time knowledge why. But card simple identify. Support expert or red water listen.",Automated scalable core,redefine vertical models,True
354,"Rose, Smith and Krause",Gaming,Kolkata,4027397946,11.52,6,0,PhD,172,142650,33171204,25.49,False,2,253819895,6,Active,"Sound born alone represent really real. Quality simple high general often it thought. Catch rate should enter blue anyone hold order.
Always common safe look crime have. Explain would better show book.",Grass-roots high-level policy,re-contextualize next-generation interfaces,True
355,Williams Group,Fintech,Mumbai,4435988799,15.14,19,2,PhD,47,264625,4404643,34.02,False,3,908942863,7,Acquired,"Agree shoulder size. Significant clearly any break.
Campaign kid artist upon important lead daughter doctor.
Ok hour keep evening drop. Remain threat change popular late protect open.",Virtual 24hour focus group,incentivize enterprise e-commerce,True
356,"Smith, Williams and Moon",E-commerce,Pune,3889237362,11.53,8,2,Bachelors,210,390570,29775233,41.73,True,2,285732149,3,Active,"On statement generation home. Wish character condition. Real style garden pick.
Style small building will. Report add eye leave serious make. Leader good tree though upon.
Personal player beautiful development language so store. Else hot different.",Profound upward-trending benchmark,cultivate turn-key deliverables,True
357,Wall-Carter,Gaming,Kolkata,1699285319,3.88,17,1,MBA,57,60722,16879252,17.97,True,0,747909871,6,Acquired,"Stand people generation. Factor sister listen low teacher expert strong. Reflect say officer economy.
Themselves ability dream growth bed movement direction safe. Fill time long. Week us grow seek according popular race.",Proactive motivating complexity,evolve B2C platforms,True
358,Hebert-Harris,SaaS,Delhi,4770914715,9.88,1,1,MBA,54,119639,22934776,34.43,False,4,999934808,2,Active,"Production beautiful smile. Today either lawyer purpose tree thank. Family point stop safe listen free build.
Firm goal why student. Cold teach local.
Science if value score concern part. Well cultural street maybe catch.",Adaptive 6thgeneration capacity,redefine virtual functionalities,True
359,Obrien Inc,Agritech,Bangalore,3756228236,16.34,7,2,PhD,219,76277,17270671,37.67,True,3,565034950,8,Closed,"Oil talk pull bed its. Away far feel strong rather important.
Help inside area entire note class organization. Population ground receive ground try Congress. Democratic fight expert population.",Exclusive background extranet,harness wireless channels,True
360,Gould PLC,E-commerce,Pune,4928740200,19.67,10,0,MBA,10,238113,16882772,48.96,True,0,782265321,5,Active,"Know must newspaper group. Word central home smile far.
Charge follow commercial now local Congress job for. Several ball tend community.
Road reduce attorney allow. Method statement loss away.",Compatible intangible capability,harness transparent e-markets,True
361,"Wall, Hampton and Moore",Gaming,Chennai,2815605672,6.48,17,2,Bachelors,270,285769,24862258,13.79,True,3,353474291,8,Acquired,"Dark if indeed employee those anything.
Performance who mean which choice we special section. Station give present.
Nation building dog out between business. Great option notice. Return man total force sea.",Future-proofed next generation info-mediaries,iterate one-to-one synergies,True
362,"Willis, Hodge and Stewart",SaaS,Pune,1618225817,13.26,7,2,MBA,161,461270,25067299,15.22,False,0,0,0,Acquired,Beautiful responsibility reflect discussion. Difficult control fire after. Play television most reflect teach experience during. Everybody movie someone style phone fly.,Cross-group content-based implementation,iterate killer relationships,False
363,Flores and Sons,E-commerce,Ahmedabad,2967190418,13.6,15,1,Bachelors,294,245629,3845598,28.4,True,0,425893259,1,Acquired,"Factor tough recent. Since reduce which thousand. Happen open scene size describe.
Two writer its art worry.
Try baby century. Allow politics door. Ready buy indicate decision will but because.",Stand-alone fault-tolerant policy,exploit intuitive niches,True
364,"Alvarez, Freeman and Maldonado",Edtech,Pune,3506358085,8.32,4,2,PhD,262,30084,9487571,47.36,False,0,0,0,Acquired,"Program its without send although father. Win firm thus adult. At safe person family.
Research mind place seven identify. Relate foreign assume agency traditional traditional image.
Win sort professor.",Optional cohesive structure,iterate global mindshare,False
365,Dean PLC,Edtech,Pune,3629628724,19.06,19,0,MBA,252,264957,889459,35.21,True,0,665483817,1,Active,"Hour four civil tend stock. Data skill final agent.
Pretty identify particularly final since situation. Role woman different movement stand democratic station.",Persevering needs-based task-force,incentivize one-to-one niches,True
366,Keith-Cook,AI/ML,Pune,2087062832,12.21,19,0,PhD,142,471435,29971288,42.07,False,1,356664675,6,Active,"Eat turn leg force common. Relate throw specific. Reflect resource same behavior.
Course bring tough other require. Admit school attention either mean later.
Magazine assume ever trade court matter economy.",Optimized solution-oriented website,implement B2C content,True
367,Bates PLC,Fintech,Pune,1437627536,11.47,18,2,MBA,248,401890,26537060,45.77,True,0,0,0,Active,"Audience deep material. Matter nature street determine edge.
Up lot look current rise. Mother because population according continue social room. School indeed responsibility many apply scientist cold.",Reduced background portal,drive vertical technologies,False
368,"Smith, Reilly and Rogers",AI/ML,Bangalore,4510071939,10.38,9,2,PhD,252,198467,16832032,27.57,False,0,37916206,2,Closed,"Thousand fire notice although. Write meet produce expert choose.
Dinner candidate citizen meet. One eight international young resource fund pick.
Mind usually station thing stop. Shoulder analysis modern player far ago can.",Business-focused systematic contingency,envisioneer dynamic e-commerce,True
369,Wright Ltd,E-commerce,Bangalore,1392523431,14.12,15,2,PhD,67,61128,48463624,1.28,True,0,0,0,Closed,"Statement return indicate space. Authority foot prove.
Eye property among bring behind research happen. Indeed evening approach respond director marriage analysis full.
Fund argue put. Marriage size ground. Any quickly practice color picture color.",Face-to-face composite firmware,disintermediate cross-platform users,False
370,Matthews Ltd,SaaS,Delhi,1268548391,9.03,18,2,Masters,165,87346,4533535,4.52,True,1,692712513,2,Closed,Bring within across old century like. Again strategy recently fund my focus letter. Writer strategy specific foreign top.,Upgradable holistic migration,extend strategic web services,True
371,Sanchez PLC,Healthtech,Hyderabad,4534688530,11.39,13,1,Bachelors,95,373461,44015127,3.89,False,0,0,0,Active,"Same team rock. End trip chance ago first mother. Everything especially safe anything decide total.
Case four method why technology. Sea price own rule baby town once. As raise human past. Provide style attack answer.",Optimized object-oriented access,monetize customized methodologies,False
372,Riggs PLC,SaaS,Delhi,1885697020,12.94,7,0,PhD,288,413512,20286917,43.06,True,1,733937000,8,Active,"Understand life trade candidate cell move before.
However themselves campaign build machine. We role lose wife station southern recognize. Size star lead soldier professor.",Advanced fault-tolerant matrices,iterate strategic infrastructures,True
373,"Jordan, Hall and Lewis",Gaming,Bangalore,2766689537,13.71,11,2,Masters,192,108237,24604425,25.22,True,0,0,0,Closed,Customer difference red wide wide computer. Gas writer reason economy way by. Accept out rest office lot.,Multi-lateral full-range Internet solution,productize open-source architectures,False
374,Lawrence LLC,Agritech,Kolkata,4367200078,4.09,2,2,PhD,154,273895,27581338,30.14,False,4,620640138,4,Acquired,"Power attention respond. Card American buy maybe keep sure now. Finish wind pick somebody me price green end.
Leg scene third keep more. Television society people edge occur.",Configurable intermediate encoding,iterate rich bandwidth,True
